,id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2
1007,1359532,2023,Hyderabad,13-05-2023,League,PN Mankad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,LSG,Sunrisers Hyderabad,bat,LSG,wickets,7,183,20,N,,A Totre,J Madanagopal
1008,1359533,2023,Delhi,13-05-2023,League,P Simran Singh,"Arun Jaitley Stadium, Delhi",KXIP,DC,Delhi Capitals,field,KXIP,runs,31,168,20,N,,CB Gaffaney,NA Patwardhan
1009,1359534,2023,Jaipur,14-05-2023,League,WD Parnell,"Sawai Mansingh Stadium, Jaipur",RCB,RR,Royal Challengers Bangalore,bat,RCB,runs,112,172,20,N,,KN Ananthapadmanabhan,Navdeep Singh
1010,1359535,2023,Chennai,14-05-2023,League,RK Singh,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,KKR,Chennai Super Kings,bat,KKR,wickets,6,145,20,N,,Tapan Sharma,Vinod Seshan
1011,1359536,2023,Ahmedabad,15-05-2023,League,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",GT,SRH,Sunrisers Hyderabad,field,GT,runs,34,189,20,N,,J Madanagopal,UV Gandhe
1012,1359537,2023,Lucknow,16-05-2023,League,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,MI,Mumbai Indians,field,LSG,runs,5,178,20,N,,AK Chaudhary,A Nand Kishore
1013,1359538,2023,Dharamsala,17-05-2023,League,RR Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",DC,KXIP,Punjab Kings,field,DC,runs,15,214,20,N,,KN Ananthapadmanabhan,MV Saidharshan Kumar
1014,1359539,2023,Hyderabad,18-05-2023,League,V Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RCB,Royal Challengers Bangalore,field,RCB,wickets,8,187,20,N,,BNJ Oxenford,VK Sharma
1015,1359540,2023,Dharamsala,19-05-2023,League,D Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KXIP,RR,Rajasthan Royals,field,RR,wickets,4,188,20,N,,A Nand Kishore,RJ Tucker
1016,1359541,2023,Delhi,20-05-2023,League,RD Gaikwad,"Arun Jaitley Stadium, Delhi",CSK,DC,Chennai Super Kings,bat,CSK,runs,77,224,20,N,,CB Gaffaney,NA Patwardhan
1017,1359542,2023,Kolkata,20-05-2023,League,N Pooran,"Eden Gardens, Kolkata",LSG,KKR,Kolkata Knight Riders,field,LSG,runs,1,177,20,N,,J Madanagopal,UV Gandhe
1018,1359543,2023,Mumbai,21-05-2023,League,C Green,"Wankhede Stadium, Mumbai",SRH,MI,Mumbai Indians,field,MI,wickets,8,201,20,N,,KN Ananthapadmanabhan,RJ Tucker
1019,1359544,2023,Bengaluru,21-05-2023,League,Shubman Gill,"M Chinnaswamy Stadium, Bengaluru",RCB,GT,Gujarat Titans,field,GT,wickets,6,198,20,N,,Nitin Menon,VK Sharma
1020,1370350,2023,Chennai,23-05-2023,Qualifier 1,RD Gaikwad,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,GT,Gujarat Titans,field,CSK,runs,15,173,20,N,,AK Chaudhary,CB Gaffaney
1021,1370351,2023,Chennai,24-05-2023,Eliminator,Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",MI,LSG,Mumbai Indians,bat,MI,runs,81,183,20,N,,BNJ Oxenford,VK Sharma
1022,1370352,2023,Ahmedabad,26-05-2023,Qualifier 2,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",GT,MI,Mumbai Indians,field,GT,runs,62,234,20,N,,Nitin Menon,RJ Tucker
1023,1370353,2023,Ahmedabad,29-05-2023,Final,DP Conway,"Narendra Modi Stadium, Ahmedabad",GT,CSK,Chennai Super Kings,field,CSK,wickets,5,171,15,N,D/L,Nitin Menon,RJ Tucker
1024,1422119,2024,Chennai,22-03-2024,League,Mustafizur Rahman,"MA Chidambaram Stadium, Chepauk, Chennai",RCB,CSK,Royal Challengers Bengaluru,bat,CSK,wickets,6,174,20,N,,HAS Khalid,VK Sharma
1025,1422120,2024,Mohali,23-03-2024,League,SM Curran,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",DC,KXIP,Punjab Kings,field,KXIP,wickets,4,175,20,N,,J Madanagopal,NA Patwardhan
1026,1422121,2024,Kolkata,23-03-2024,League,AD Russell,"Eden Gardens, Kolkata",KKR,SRH,Sunrisers Hyderabad,field,KKR,runs,4,209,20,N,,R Pandit,YC Barde
1027,1422122,2024,Jaipur,24-03-2024,League,SV Samson,"Sawai Mansingh Stadium, Jaipur",RR,LSG,Rajasthan Royals,bat,RR,runs,20,194,20,N,,A Totre,HDPK Dharmasena
1028,1422123,2024,Ahmedabad,24-03-2024,League,B Sai Sudharsan,"Narendra Modi Stadium, Ahmedabad",GT,MI,Mumbai Indians,field,GT,runs,6,169,20,N,,VA Kulkarni,VK Sharma
1029,1422124,2024,Bengaluru,25-03-2024,League,V Kohli,"M Chinnaswamy Stadium, Bengaluru",KXIP,RCB,Royal Challengers Bengaluru,field,RCB,wickets,4,177,20,N,,AK Chaudhary,MV Saidharshan Kumar
1030,1422125,2024,Chennai,26-03-2024,League,S Dube,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,GT,Gujarat Titans,field,CSK,runs,63,207,20,N,,AG Wharf,Tapan Sharma
1031,1422126,2024,Hyderabad,27-03-2024,League,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,MI,Mumbai Indians,field,SRH,runs,31,278,20,N,,KN Ananthapadmanabhan,UV Gandhe
1032,1422127,2024,Jaipur,28-03-2024,League,R Parag,"Sawai Mansingh Stadium, Jaipur",RR,DC,Delhi Capitals,field,RR,runs,12,186,20,N,,A Nand Kishore,Nitin Menon
1033,1422128,2024,Bengaluru,29-03-2024,League,SP Narine,"M Chinnaswamy Stadium, Bengaluru",RCB,KKR,Kolkata Knight Riders,field,KKR,wickets,7,183,20,N,,AK Chaudhary,R Pandit
1034,1422129,2024,Lucknow,30-03-2024,League,MP Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,KXIP,Lucknow Super Giants,bat,LSG,runs,21,200,20,N,,J Madanagopal,Navdeep Singh
1035,1422130,2024,Ahmedabad,31-03-2024,League,MM Sharma,"Narendra Modi Stadium, Ahmedabad",SRH,GT,Sunrisers Hyderabad,bat,GT,wickets,7,163,20,N,,HAS Khalid,VK Sharma
1036,1422131,2024,Visakhapatnam,31-03-2024,League,KK Ahmed,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",DC,CSK,Delhi Capitals,bat,DC,runs,20,192,20,N,,HDPK Dharmasena,Vinod Seshan
1037,1422132,2024,Mumbai,01-04-2024,League,TA Boult,"Wankhede Stadium, Mumbai",MI,RR,Rajasthan Royals,field,RR,wickets,6,126,20,N,,MV Saidharshan Kumar,YC Barde
1038,1422133,2024,Bengaluru,02-04-2024,League,MP Yadav,"M Chinnaswamy Stadium, Bengaluru",LSG,RCB,Royal Challengers Bengaluru,field,LSG,runs,28,182,20,N,,J Madanagopal,NA Patwardhan
1039,1422134,2024,Visakhapatnam,03-04-2024,League,SP Narine,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",KKR,DC,Kolkata Knight Riders,bat,KKR,runs,106,273,20,N,,A Totre,UV Gandhe
1040,1422135,2024,Ahmedabad,04-04-2024,League,Shashank Singh,"Narendra Modi Stadium, Ahmedabad",GT,KXIP,Punjab Kings,field,KXIP,wickets,3,200,20,N,,Nitin Menon,VA Kulkarni
1041,1422136,2024,Hyderabad,05-04-2024,League,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",CSK,SRH,Sunrisers Hyderabad,field,SRH,wickets,6,166,20,N,,R Pandit,YC Barde
1042,1422137,2024,Jaipur,06-04-2024,League,JC Buttler,"Sawai Mansingh Stadium, Jaipur",RCB,RR,Rajasthan Royals,field,RR,wickets,6,184,20,N,,AG Wharf,Tapan Sharma
1043,1422138,2024,Mumbai,07-04-2024,League,R Shepherd,"Wankhede Stadium, Mumbai",MI,DC,Delhi Capitals,field,MI,runs,29,235,20,N,,HDPK Dharmasena,UV Gandhe
1044,1422139,2024,Lucknow,07-04-2024,League,Yash Thakur,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,GT,Lucknow Super Giants,bat,LSG,runs,33,164,20,N,,A Nand Kishore,VK Sharma
1045,1426260,2024,Chennai,08-04-2024,League,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",KKR,CSK,Chennai Super Kings,field,CSK,wickets,7,138,20,N,,AK Chaudhary,MV Saidharshan Kumar
1046,1426261,2024,Mohali,09-04-2024,League,Nithish Kumar Reddy,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",SRH,KXIP,Punjab Kings,field,SRH,runs,2,183,20,N,,Navdeep Singh,NA Patwardhan
1047,1426262,2024,Jaipur,10-04-2024,League,Rashid Khan,"Sawai Mansingh Stadium, Jaipur",RR,GT,Gujarat Titans,field,GT,wickets,3,197,20,N,,HDPK Dharmasena,Vinod Seshan
1048,1426263,2024,Mumbai,11-04-2024,League,JJ Bumrah,"Wankhede Stadium, Mumbai",RCB,MI,Mumbai Indians,field,MI,wickets,7,197,20,N,,Nitin Menon,VA Kulkarni
1049,1426264,2024,Lucknow,12-04-2024,League,Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,Lucknow Super Giants,bat,DC,wickets,6,168,20,N,,R Pandit,YC Barde
1050,1426265,2024,Mohali,13-04-2024,League,SO Hetmyer,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",KXIP,RR,Rajasthan Royals,field,RR,wickets,3,148,20,N,,AK Chaudhary,Tapan Sharma
1051,1426266,2024,Kolkata,14-04-2024,League,PD Salt,"Eden Gardens, Kolkata",LSG,KKR,Kolkata Knight Riders,field,KKR,wickets,8,162,20,N,,A Totre,Vinod Seshan
1052,1426267,2024,Mumbai,14-04-2024,League,M Pathirana,"Wankhede Stadium, Mumbai",CSK,MI,Mumbai Indians,field,CSK,runs,20,207,20,N,,Nitin Menon,HAS Khalid
1053,1426268,2024,Bengaluru,15-04-2024,League,TM Head,"M Chinnaswamy Stadium, Bengaluru",SRH,RCB,Royal Challengers Bengaluru,field,SRH,runs,25,288,20,N,,AK Chaudhary,R Pandit
1054,1426269,2024,Kolkata,16-04-2024,League,JC Buttler,"Eden Gardens, Kolkata",KKR,RR,Rajasthan Royals,field,RR,wickets,2,224,20,N,,MA Gough,UV Gandhe
1055,1426270,2024,Ahmedabad,17-04-2024,League,RR Pant,"Narendra Modi Stadium, Ahmedabad",GT,DC,Delhi Capitals,field,DC,wickets,6,90,20,N,,NA Patwardhan,VK Sharma
1056,1426271,2024,Mohali,18-04-2024,League,JJ Bumrah,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",MI,KXIP,Punjab Kings,field,MI,runs,9,193,20,N,,A Nand Kishore,VA Kulkarni
1057,1426272,2024,Lucknow,19-04-2024,League,KL Rahul,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,LSG,Lucknow Super Giants,field,LSG,wickets,8,177,20,N,,AK Chaudhary,R Pandit
1058,1426273,2024,Delhi,20-04-2024,League,TM Head,"Arun Jaitley Stadium, Delhi",SRH,DC,Delhi Capitals,field,SRH,runs,67,267,20,N,,J Madanagopal,Navdeep Singh
1059,1426274,2024,Kolkata,21-04-2024,League,AD Russell,"Eden Gardens, Kolkata",KKR,RCB,Royal Challengers Bengaluru,field,KKR,runs,1,223,20,N,,A Totre,Vinod Seshan
1060,1426275,2024,Mohali,21-04-2024,League,R Sai Kishore,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",KXIP,GT,Punjab Kings,bat,GT,wickets,3,143,20,N,,A Nand Kishore,VA Kulkarni
1061,1426276,2024,Jaipur,22-04-2024,League,Sandeep Sharma,"Sawai Mansingh Stadium, Jaipur",MI,RR,Mumbai Indians,bat,RR,wickets,9,180,20,N,,AK Chaudhary,MV Saidharshan Kumar
1062,1426277,2024,Chennai,23-04-2024,League,MP Stoinis,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,LSG,Lucknow Super Giants,field,LSG,wickets,6,211,20,N,,NA Patwardhan,Tapan Sharma
1063,1426278,2024,Delhi,24-04-2024,League,RR Pant,"Arun Jaitley Stadium, Delhi",DC,GT,Gujarat Titans,field,DC,runs,4,225,20,N,,KN Ananthapadmanabhan,UV Gandhe
1064,1426279,2024,Hyderabad,25-04-2024,League,RM Patidar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RCB,SRH,Royal Challengers Bengaluru,bat,RCB,runs,35,207,20,N,,Nitin Menon,HAS Khalid
1065,1426280,2024,Kolkata,26-04-2024,League,JM Bairstow,"Eden Gardens, Kolkata",KKR,KXIP,Punjab Kings,field,KXIP,wickets,8,262,20,N,,AK Chaudhary,YC Barde
1066,1426281,2024,Delhi,27-04-2024,League,J Fraser-McGurk,"Arun Jaitley Stadium, Delhi",DC,MI,Mumbai Indians,field,DC,runs,10,258,20,N,,Navdeep Singh,NA Patwardhan
1067,1426282,2024,Lucknow,27-04-2024,League,SV Samson,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RR,Rajasthan Royals,field,RR,wickets,7,197,20,N,,KN Ananthapadmanabhan,MA Gough
1068,1426283,2024,Ahmedabad,28-04-2024,League,WG Jacks,"Narendra Modi Stadium, Ahmedabad",GT,RCB,Royal Challengers Bengaluru,field,RCB,wickets,9,201,20,N,,Nitin Menon,VK Sharma
1069,1426284,2024,Chennai,28-04-2024,League,RD Gaikwad,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,SRH,Sunrisers Hyderabad,field,CSK,runs,78,213,20,N,,R Pandit,MV Saidharshan Kumar
1070,1426285,2024,Kolkata,29-04-2024,League,CV Varun,"Eden Gardens, Kolkata",DC,KKR,Delhi Capitals,bat,KKR,wickets,7,154,20,N,,Navdeep Singh,Tapan Sharma
1071,1426286,2024,Lucknow,30-04-2024,League,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MI,LSG,Lucknow Super Giants,field,LSG,wickets,4,145,20,N,,MA Gough,UV Gandhe
1072,1426287,2024,Chennai,01-05-2024,League,Harpreet Brar,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,KXIP,Punjab Kings,field,KXIP,wickets,7,163,20,N,,HAS Khalid,VK Sharma
1073,1426288,2024,Hyderabad,02-05-2024,League,B Kumar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RR,Sunrisers Hyderabad,bat,SRH,runs,1,202,20,N,,AK Chaudhary,YC Barde
1074,1426289,2024,Mumbai,03-05-2024,League,VR Iyer,"Wankhede Stadium, Mumbai",KKR,MI,Mumbai Indians,field,KKR,runs,24,170,20,N,,J Madanagopal,Tapan Sharma
1075,1426290,2024,Bengaluru,04-05-2024,League,Mohammed Siraj,"M Chinnaswamy Stadium, Bengaluru",GT,RCB,Royal Challengers Bengaluru,field,RCB,wickets,4,148,20,N,,A Totre,Vinod Seshan
1076,1426291,2024,Dharamsala,05-05-2024,League,RA Jadeja,"Himachal Pradesh Cricket Association Stadium, Dharamsala",CSK,KXIP,Punjab Kings,field,CSK,runs,28,168,20,N,,A Nand Kishore,VA Kulkarni
1077,1426292,2024,Lucknow,05-05-2024,League,SP Narine,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,LSG,Lucknow Super Giants,field,KKR,runs,98,236,20,N,,MV Saidharshan Kumar,YC Barde
1078,1426293,2024,Mumbai,06-05-2024,League,SA Yadav,"Wankhede Stadium, Mumbai",SRH,MI,Mumbai Indians,field,MI,wickets,7,174,20,N,,Navdeep Singh,Tapan Sharma
1079,1426294,2024,Delhi,07-05-2024,League,Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",DC,RR,Rajasthan Royals,field,DC,runs,20,222,20,N,,KN Ananthapadmanabhan,UV Gandhe
1080,1426295,2024,Hyderabad,08-05-2024,League,TM Head,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",LSG,SRH,Lucknow Super Giants,bat,SRH,wickets,10,166,20,N,,MV Saidharshan Kumar,YC Barde
1081,1426296,2024,Dharamsala,09-05-2024,League,V Kohli,"Himachal Pradesh Cricket Association Stadium, Dharamsala",RCB,KXIP,Punjab Kings,field,RCB,runs,60,242,20,N,,Nitin Menon,HAS Khalid
1082,1426297,2024,Ahmedabad,10-05-2024,League,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",GT,CSK,Chennai Super Kings,field,GT,runs,35,232,20,N,,KN Ananthapadmanabhan,NA Patwardhan
1083,1426298,2024,Kolkata,11-05-2024,League,CV Varun,"Eden Gardens, Kolkata",KKR,MI,Mumbai Indians,field,KKR,runs,18,158,16,N,,UV Gandhe,Vinod Seshan
1084,1426299,2024,Chennai,12-05-2024,League,Simarjeet Singh,"MA Chidambaram Stadium, Chepauk, Chennai",RR,CSK,Rajasthan Royals,bat,CSK,wickets,5,142,20,N,,R Pandit,YC Barde
1085,1426300,2024,Bengaluru,12-05-2024,League,C Green,"M Chinnaswamy Stadium, Bengaluru",RCB,DC,Delhi Capitals,field,RCB,runs,47,188,20,N,,A Nand Kishore,VA Kulkarni
1086,1426302,2024,Delhi,14-05-2024,League,I Sharma,"Arun Jaitley Stadium, Delhi",DC,LSG,Lucknow Super Giants,field,DC,runs,19,209,20,N,,A Totre,Vinod Seshan
1087,1426303,2024,Guwahati,15-05-2024,League,SM Curran,"Barsapara Cricket Stadium, Guwahati",RR,KXIP,Rajasthan Royals,bat,KXIP,wickets,5,145,20,N,,R Pandit,MV Saidharshan Kumar
1088,1426305,2024,Mumbai,17-05-2024,League,N Pooran,"Wankhede Stadium, Mumbai",LSG,MI,Mumbai Indians,field,LSG,runs,18,215,20,N,,Navdeep Singh,R Pandit
1089,1426306,2024,Bengaluru,18-05-2024,League,F du Plessis,"M Chinnaswamy Stadium, Bengaluru",RCB,CSK,Chennai Super Kings,field,RCB,runs,27,219,20,N,,A Totre,KN Ananthapadmanabhan
1090,1426307,2024,Hyderabad,19-05-2024,League,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KXIP,SRH,Punjab Kings,bat,SRH,wickets,4,215,20,N,,Nitin Menon,VK Sharma
1091,1426309,2024,Ahmedabad,21-05-2024,Qualifier 1,MA Starc,"Narendra Modi Stadium, Ahmedabad",SRH,KKR,Sunrisers Hyderabad,bat,KKR,wickets,8,160,20,N,,AK Chaudhary,R Pandit
1092,1426310,2024,Ahmedabad,22-05-2024,Eliminator,R Ashwin,"Narendra Modi Stadium, Ahmedabad",RCB,RR,Rajasthan Royals,field,RR,wickets,4,173,20,N,,KN Ananthapadmanabhan,MV Saidharshan Kumar
1093,1426311,2024,Chennai,24-05-2024,Qualifier 2,Shahbaz Ahmed,"MA Chidambaram Stadium, Chepauk, Chennai",SRH,RR,Rajasthan Royals,field,SRH,runs,36,176,20,N,,Nitin Menon,VK Sharma
1094,1426312,2024,Chennai,26-05-2024,Final,MA Starc,"MA Chidambaram Stadium, Chepauk, Chennai",SRH,KKR,Sunrisers Hyderabad,bat,KKR,wickets,8,114,20,N,,J Madanagopal,Nitin Menon
